Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
gtfo_HOL_title;Grant Holstein Independence;;;;;;;;;;;;;
gtfo_HOL_desc;We've had a good run, but it's time to end our rulership of Holstein: if you love something, let it go!;;;;;;;;;;;;;
gtfo_LIP_title;Grant Lippe-Detmold Independence;;;;;;;;;;;;;
gtfo_LIP_desc;We've had a good run, but it's time to end our rulership of Lippe-Detmold: if you love something, let it go!;;;;;;;;;;;;;
gtfo_LUB_title;Grant Lubeck Independence;;;;;;;;;;;;;
gtfo_LUB_desc;We've had a good run, but it's time to end our rulership of Lubeck: if you love something, let it go!;;;;;;;;;;;;;
gtfo_LUX_title;Grant Luxemburg Independence;;;;;;;;;;;;;
gtfo_LUX_desc;We've had a good run, but it's time to end our rulership of Luxemburg: if you love something, let it go!;;;;;;;;;;;;;
gtfo_MEC_title;Grant Mecklenburg Independence;;;;;;;;;;;;;
gtfo_MEC_desc;We've had a good run, but it's time to end our rulership of Mecklenburg: if you love something, let it go!;;;;;;;;;;;;;
gtfo_MEI_title;Grant Saxe-Meiningen Independence;;;;;;;;;;;;;
gtfo_MEI_desc;We've had a good run, but it's time to end our rulership of Saxe-Meiningen: if you love something, let it go!;;;;;;;;;;;;;
gtfo_NAS_title;Grant Nassau Independence;;;;;;;;;;;;;
gtfo_NAS_desc;We've had a good run, but it's time to end our rulership of Nassau: if you love something, let it go!;;;;;;;;;;;;;
gtfo_NGF_title;Grant North German Fed Independence;;;;;;;;;;;;;
gtfo_NGF_desc;We've had a good run, but it's time to end our rulership of North German Fed: if you love something, let it go!;;;;;;;;;;;;;
gtfo_OLD_title;Grant Oldenburg Independence;;;;;;;;;;;;;
gtfo_OLD_desc;We've had a good run, but it's time to end our rulership of Oldenburg: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SAX_title;Grant Saxony Independence;;;;;;;;;;;;;
gtfo_SAX_desc;We've had a good run, but it's time to end our rulership of Saxony: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SCH_title;Grant Schleswig Independence;;;;;;;;;;;;;
gtfo_SCH_desc;We've had a good run, but it's time to end our rulership of Schleswig: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SGF_title;Grant South German Fed Independence;;;;;;;;;;;;;
gtfo_SGF_desc;We've had a good run, but it's time to end our rulership of South German Fed: if you love something, let it go!;;;;;;;;;;;;;
gtfo_WEI_title;Grant Saxe-Weimar Independence;;;;;;;;;;;;;
gtfo_WEI_desc;We've had a good run, but it's time to end our rulership of Saxe-Weimar: if you love something, let it go!;;;;;;;;;;;;;
gtfo_WUR_title;Grant Wurttemberg Independence;;;;;;;;;;;;;
gtfo_WUR_desc;We've had a good run, but it's time to end our rulership of Wurttemberg: if you love something, let it go!;;;;;;;;;;;;;
gtfo_LOM_title;Grant Lombardia Independence;;;;;;;;;;;;;
gtfo_LOM_desc;We've had a good run, but it's time to end our rulership of Lombardia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_LUC_title;Grant Lucca Independence;;;;;;;;;;;;;
gtfo_LUC_desc;We've had a good run, but it's time to end our rulership of Lucca: if you love something, let it go!;;;;;;;;;;;;;
gtfo_MOD_title;Grant Modena Independence;;;;;;;;;;;;;
gtfo_MOD_desc;We've had a good run, but it's time to end our rulership of Modena: if you love something, let it go!;;;;;;;;;;;;;
gtfo_PAP_title;Grant Papal States Independence;;;;;;;;;;;;;
gtfo_PAP_desc;We've had a good run, but it's time to end our rulership of Papal States: if you love something, let it go!;;;;;;;;;;;;;
gtfo_PAR_title;Grant Parma Independence;;;;;;;;;;;;;
gtfo_PAR_desc;We've had a good run, but it's time to end our rulership of Parma: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SAR_title;Grant Sardinia-Piedmont Independence;;;;;;;;;;;;;
gtfo_SAR_desc;We've had a good run, but it's time to end our rulership of Sardinia-Piedmont: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SIC_title;Grant Two Sicilies Independence;;;;;;;;;;;;;
gtfo_SIC_desc;We've had a good run, but it's time to end our rulership of Two Sicilies: if you love something, let it go!;;;;;;;;;;;;;
gtfo_TRE_title;Grant Trieste Independence;;;;;;;;;;;;;
gtfo_TRE_desc;We've had a good run, but it's time to end our rulership of Trieste: if you love something, let it go!;;;;;;;;;;;;;
gtfo_TUS_title;Grant Tuscany Independence;;;;;;;;;;;;;
gtfo_TUS_desc;We've had a good run, but it's time to end our rulership of Tuscany: if you love something, let it go!;;;;;;;;;;;;;
gtfo_VEN_title;Grant Venice Independence;;;;;;;;;;;;;
gtfo_VEN_desc;We've had a good run, but it's time to end our rulership of Venice: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BOH_title;Grant Bohemia-Moravia Independence;;;;;;;;;;;;;
gtfo_BOH_desc;We've had a good run, but it's time to end our rulership of Bohemia-Moravia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_KRA_title;Grant Krakow Independence;;;;;;;;;;;;;
gtfo_KRA_desc;We've had a good run, but it's time to end our rulership of Krakow: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CRI_title;Grant Crimea Independence;;;;;;;;;;;;;
gtfo_CRI_desc;We've had a good run, but it's time to end our rulership of Crimea: if you love something, let it go!;;;;;;;;;;;;;
gtfo_EST_title;Grant Estonia Independence;;;;;;;;;;;;;
gtfo_EST_desc;We've had a good run, but it's time to end our rulership of Estonia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_HUN_title;Grant Hungary Independence;;;;;;;;;;;;;
gtfo_HUN_desc;We've had a good run, but it's time to end our rulership of Hungary: if you love something, let it go!;;;;;;;;;;;;;
gtfo_LIT_title;Grant Lithuania Independence;;;;;;;;;;;;;
gtfo_LIT_desc;We've had a good run, but it's time to end our rulership of Lithuania: if you love something, let it go!;;;;;;;;;;;;;
gtfo_LAT_title;Grant Latvia Independence;;;;;;;;;;;;;
gtfo_LAT_desc;We've had a good run, but it's time to end our rulership of Latvia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_POL_title;Grant Poland Independence;;;;;;;;;;;;;
gtfo_POL_desc;We've had a good run, but it's time to end our rulership of Poland: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SLV_title;Grant Slovakia Independence;;;;;;;;;;;;;
gtfo_SLV_desc;We've had a good run, but it's time to end our rulership of Slovakia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SWI_title;Grant Switzerland Independence;;;;;;;;;;;;;
gtfo_SWI_desc;We've had a good run, but it's time to end our rulership of Switzerland: if you love something, let it go!;;;;;;;;;;;;;
gtfo_RUT_title;Grant Ruthenia Independence;;;;;;;;;;;;;
gtfo_RUT_desc;We've had a good run, but it's time to end our rulership of Ruthenia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SIE_title;Grant Siebenburgen Independence;;;;;;;;;;;;;
gtfo_SIE_desc;We've had a good run, but it's time to end our rulership of Siebenburgen: if you love something, let it go!;;;;;;;;;;;;;
gtfo_UKR_title;Grant Ukraine Independence;;;;;;;;;;;;;
gtfo_UKR_desc;We've had a good run, but it's time to end our rulership of Ukraine: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CZH_title;Grant Czechoslovakia Independence;;;;;;;;;;;;;
gtfo_CZH_desc;We've had a good run, but it's time to end our rulership of Czechoslovakia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_ALB_title;Grant Albania Independence;;;;;;;;;;;;;
gtfo_ALB_desc;We've had a good run, but it's time to end our rulership of Albania: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BOS_title;Grant Bosnia-Herzegovina Independence;;;;;;;;;;;;;
gtfo_BOS_desc;We've had a good run, but it's time to end our rulership of Bosnia-Herzegovina: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BUL_title;Grant Bulgaria Independence;;;;;;;;;;;;;
gtfo_BUL_desc;We've had a good run, but it's time to end our rulership of Bulgaria: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CRE_title;Grant Crete Independence;;;;;;;;;;;;;
gtfo_CRE_desc;We've had a good run, but it's time to end our rulership of Crete: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CRO_title;Grant Croatia Independence;;;;;;;;;;;;;
gtfo_CRO_desc;We've had a good run, but it's time to end our rulership of Croatia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CYP_title;Grant Cyprus Independence;;;;;;;;;;;;;
gtfo_CYP_desc;We've had a good run, but it's time to end our rulership of Cyprus: if you love something, let it go!;;;;;;;;;;;;;
gtfo_GRE_title;Grant Greece Independence;;;;;;;;;;;;;
gtfo_GRE_desc;We've had a good run, but it's time to end our rulership of Greece: if you love something, let it go!;;;;;;;;;;;;;
gtfo_ION_title;Grant Ionian Islands Independence;;;;;;;;;;;;;
gtfo_ION_desc;We've had a good run, but it's time to end our rulership of Ionian Islands: if you love something, let it go!;;;;;;;;;;;;;
gtfo_MOL_title;Grant Moldavia Independence;;;;;;;;;;;;;
gtfo_MOL_desc;We've had a good run, but it's time to end our rulership of Moldavia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_MON_title;Grant Montenegro Independence;;;;;;;;;;;;;
gtfo_MON_desc;We've had a good run, but it's time to end our rulership of Montenegro: if you love something, let it go!;;;;;;;;;;;;;
gtfo_ROM_title;Grant Romania Independence;;;;;;;;;;;;;
gtfo_ROM_desc;We've had a good run, but it's time to end our rulership of Romania: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SER_title;Grant Serbia Independence;;;;;;;;;;;;;
gtfo_SER_desc;We've had a good run, but it's time to end our rulership of Serbia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SLO_title;Grant Slovenia Independence;;;;;;;;;;;;;
gtfo_SLO_desc;We've had a good run, but it's time to end our rulership of Slovenia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_TUR_title;Grant Ottoman Empire Independence;;;;;;;;;;;;;
gtfo_TUR_desc;We've had a good run, but it's time to end our rulership of Ottoman Empire: if you love something, let it go!;;;;;;;;;;;;;
gtfo_WAL_title;Grant Wallachia Independence;;;;;;;;;;;;;
gtfo_WAL_desc;We've had a good run, but it's time to end our rulership of Wallachia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_YUG_title;Grant Yugoslavia Independence;;;;;;;;;;;;;
gtfo_YUG_desc;We've had a good run, but it's time to end our rulership of Yugoslavia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_ALD_title;Grant Aldjazair Independence;;;;;;;;;;;;;
gtfo_ALD_desc;We've had a good run, but it's time to end our rulership of Aldjazair: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CNG_title;Grant Congo Free State Independence;;;;;;;;;;;;;
gtfo_CNG_desc;We've had a good run, but it's time to end our rulership of Congo Free State: if you love something, let it go!;;;;;;;;;;;;;
gtfo_EGY_title;Grant Egypt Independence;;;;;;;;;;;;;
gtfo_EGY_desc;We've had a good run, but it's time to end our rulership of Egypt: if you love something, let it go!;;;;;;;;;;;;;
gtfo_ETH_title;Grant Ethiopia Independence;;;;;;;;;;;;;
gtfo_ETH_desc;We've had a good run, but it's time to end our rulership of Ethiopia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_MAD_title;Grant Madagascar Independence;;;;;;;;;;;;;
gtfo_MAD_desc;We've had a good run, but it's time to end our rulership of Madagascar: if you love something, let it go!;;;;;;;;;;;;;
gtfo_LIB_title;Grant Liberia Independence;;;;;;;;;;;;;
gtfo_LIB_desc;We've had a good run, but it's time to end our rulership of Liberia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_MOR_title;Grant Morocco Independence;;;;;;;;;;;;;
gtfo_MOR_desc;We've had a good run, but it's time to end our rulership of Morocco: if you love something, let it go!;;;;;;;;;;;;;
gtfo_NAL_title;Grant Natalia Independence;;;;;;;;;;;;;
gtfo_NAL_desc;We've had a good run, but it's time to end our rulership of Natalia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_ORA_title;Grant Oranje Independence;;;;;;;;;;;;;
gtfo_ORA_desc;We've had a good run, but it's time to end our rulership of Oranje: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SAF_title;Grant South Africa Independence;;;;;;;;;;;;;
gtfo_SAF_desc;We've had a good run, but it's time to end our rulership of South Africa: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SOK_title;Grant Sokoto Independence;;;;;;;;;;;;;
gtfo_SOK_desc;We've had a good run, but it's time to end our rulership of Sokoto: if you love something, let it go!;;;;;;;;;;;;;
gtfo_RHO_title;Grant Southern Rhodesia Independence;;;;;;;;;;;;;
gtfo_RHO_desc;We've had a good run, but it's time to end our rulership of Southern Rhodesia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_TRI_title;Grant Tripoli Independence;;;;;;;;;;;;;
gtfo_TRI_desc;We've had a good run, but it's time to end our rulership of Tripoli: if you love something, let it go!;;;;;;;;;;;;;
gtfo_TRN_title;Grant Transvaal Independence;;;;;;;;;;;;;
gtfo_TRN_desc;We've had a good run, but it's time to end our rulership of Transvaal: if you love something, let it go!;;;;;;;;;;;;;
gtfo_TUN_title;Grant Tunis Independence;;;;;;;;;;;;;
gtfo_TUN_desc;We've had a good run, but it's time to end our rulership of Tunis: if you love something, let it go!;;;;;;;;;;;;;
gtfo_ZAN_title;Grant Zanzibar Independence;;;;;;;;;;;;;
gtfo_ZAN_desc;We've had a good run, but it's time to end our rulership of Zanzibar: if you love something, let it go!;;;;;;;;;;;;;
gtfo_ZUL_title;Grant Zulu Independence;;;;;;;;;;;;;
gtfo_ZUL_desc;We've had a good run, but it's time to end our rulership of Zulu: if you love something, let it go!;;;;;;;;;;;;;
gtfo_ABU_title;Grant Abu Dhabi Independence;;;;;;;;;;;;;
gtfo_ABU_desc;We've had a good run, but it's time to end our rulership of Abu Dhabi: if you love something, let it go!;;;;;;;;;;;;;
gtfo_AFG_title;Grant Afghanistan Independence;;;;;;;;;;;;;
gtfo_AFG_desc;We've had a good run, but it's time to end our rulership of Afghanistan: if you love something, let it go!;;;;;;;;;;;;;
gtfo_ARM_title;Grant Armenia Independence;;;;;;;;;;;;;
gtfo_ARM_desc;We've had a good run, but it's time to end our rulership of Armenia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_AZB_title;Grant Azerbaijan Independence;;;;;;;;;;;;;
gtfo_AZB_desc;We've had a good run, but it's time to end our rulership of Azerbaijan: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BUK_title;Grant Bukkhara Independence;;;;;;;;;;;;;
gtfo_BUK_desc;We've had a good run, but it's time to end our rulership of Bukkhara: if you love something, let it go!;;;;;;;;;;;;;
gtfo_GEO_title;Grant Georgia Independence;;;;;;;;;;;;;
gtfo_GEO_desc;We've had a good run, but it's time to end our rulership of Georgia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_HDJ_title;Grant Hedjaz Independence;;;;;;;;;;;;;
gtfo_HDJ_desc;We've had a good run, but it's time to end our rulership of Hedjaz: if you love something, let it go!;;;;;;;;;;;;;
gtfo_IRQ_title;Grant Iraq Independence;;;;;;;;;;;;;
gtfo_IRQ_desc;We've had a good run, but it's time to end our rulership of Iraq: if you love something, let it go!;;;;;;;;;;;;;
gtfo_KHI_title;Grant Khiva Independence;;;;;;;;;;;;;
gtfo_KHI_desc;We've had a good run, but it's time to end our rulership of Khiva: if you love something, let it go!;;;;;;;;;;;;;
gtfo_KOK_title;Grant Kokand Independence;;;;;;;;;;;;;
gtfo_KOK_desc;We've had a good run, but it's time to end our rulership of Kokand: if you love something, let it go!;;;;;;;;;;;;;
gtfo_MUG_title;Grant Mughalistan Independence;;;;;;;;;;;;;
gtfo_MUG_desc;We've had a good run, but it's time to end our rulership of Mughalistan: if you love something, let it go!;;;;;;;;;;;;;
gtfo_NEJ_title;Grant Nejd Independence;;;;;;;;;;;;;
gtfo_NEJ_desc;We've had a good run, but it's time to end our rulership of Nejd: if you love something, let it go!;;;;;;;;;;;;;
gtfo_OMA_title;Grant Oman Independence;;;;;;;;;;;;;
gtfo_OMA_desc;We've had a good run, but it's time to end our rulership of Oman: if you love something, let it go!;;;;;;;;;;;;;
gtfo_PER_title;Grant Persia Independence;;;;;;;;;;;;;
gtfo_PER_desc;We've had a good run, but it's time to end our rulership of Persia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_YEM_title;Grant Yemen Independence;;;;;;;;;;;;;
gtfo_YEM_desc;We've had a good run, but it's time to end our rulership of Yemen: if you love something, let it go!;;;;;;;;;;;;;
gtfo_HND_title;Grant India Independence;;;;;;;;;;;;;
gtfo_HND_desc;We've had a good run, but it's time to end our rulership of India: if you love something, let it go!;;;;;;;;;;;;;
gtfo_AWA_title;Grant Awadh Independence;;;;;;;;;;;;;
gtfo_AWA_desc;We've had a good run, but it's time to end our rulership of Awadh: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BAS_title;Grant Bastar Independence;;;;;;;;;;;;;
gtfo_BAS_desc;We've had a good run, but it's time to end our rulership of Bastar: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BER_title;Grant Beroda Independence;;;;;;;;;;;;;
gtfo_BER_desc;We've had a good run, but it's time to end our rulership of Beroda: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BHO_title;Grant Bhopal Independence;;;;;;;;;;;;;
gtfo_BHO_desc;We've had a good run, but it's time to end our rulership of Bhopal: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BIK_title;Grant Bikaner Independence;;;;;;;;;;;;;
gtfo_BIK_desc;We've had a good run, but it's time to end our rulership of Bikaner: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BUN_title;Grant Bundelkhand Independence;;;;;;;;;;;;;
gtfo_BUN_desc;We've had a good run, but it's time to end our rulership of Bundelkhand: if you love something, let it go!;;;;;;;;;;;;;
gtfo_GWA_title;Grant Gwailor Independence;;;;;;;;;;;;;
gtfo_GWA_desc;We've had a good run, but it's time to end our rulership of Gwailor: if you love something, let it go!;;;;;;;;;;;;;
gtfo_HYD_title;Grant Hyderabad Independence;;;;;;;;;;;;;
gtfo_HYD_desc;We've had a good run, but it's time to end our rulership of Hyderabad: if you love something, let it go!;;;;;;;;;;;;;
gtfo_IND_title;Grant Indore Independence;;;;;;;;;;;;;
gtfo_IND_desc;We've had a good run, but it's time to end our rulership of Indore: if you love something, let it go!;;;;;;;;;;;;;
gtfo_JAI_title;Grant Jaipur Independence;;;;;;;;;;;;;
gtfo_JAI_desc;We've had a good run, but it's time to end our rulership of Jaipur: if you love something, let it go!;;;;;;;;;;;;;
gtfo_JAS_title;Grant Jaisalmer Independence;;;;;;;;;;;;;
gtfo_JAS_desc;We've had a good run, but it's time to end our rulership of Jaisalmer: if you love something, let it go!;;;;;;;;;;;;;
gtfo_JOD_title;Grant Jodhpur Independence;;;;;;;;;;;;;
gtfo_JOD_desc;We've had a good run, but it's time to end our rulership of Jodhpur: if you love something, let it go!;;;;;;;;;;;;;
gtfo_KAL_title;Grant Kalat Independence;;;;;;;;;;;;;
gtfo_KAL_desc;We've had a good run, but it's time to end our rulership of Kalat: if you love something, let it go!;;;;;;;;;;;;;
gtfo_KAS_title;Grant Kashmir Independence;;;;;;;;;;;;;
gtfo_KAS_desc;We've had a good run, but it's time to end our rulership of Kashmir: if you love something, let it go!;;;;;;;;;;;;;
gtfo_KUT_title;Grant Kutch Independence;;;;;;;;;;;;;
gtfo_KUT_desc;We've had a good run, but it's time to end our rulership of Kutch: if you love something, let it go!;;;;;;;;;;;;;
gtfo_LAD_title;Grant Ladakh Independence;;;;;;;;;;;;;
gtfo_LAD_desc;We've had a good run, but it's time to end our rulership of Ladakh: if you love something, let it go!;;;;;;;;;;;;;
gtfo_MAK_title;Grant Makran Independence;;;;;;;;;;;;;
gtfo_MAK_desc;We've had a good run, but it's time to end our rulership of Makran: if you love something, let it go!;;;;;;;;;;;;;
gtfo_MEW_title;Grant Mewar Independence;;;;;;;;;;;;;
gtfo_MEW_desc;We've had a good run, but it's time to end our rulership of Mewar: if you love something, let it go!;;;;;;;;;;;;;
gtfo_MYS_title;Grant Mysore Independence;;;;;;;;;;;;;
gtfo_MYS_desc;We've had a good run, but it's time to end our rulership of Mysore: if you love something, let it go!;;;;;;;;;;;;;
gtfo_NAG_title;Grant Nagpur Independence;;;;;;;;;;;;;
gtfo_NAG_desc;We've had a good run, but it's time to end our rulership of Nagpur: if you love something, let it go!;;;;;;;;;;;;;
gtfo_NEP_title;Grant Nepal Independence;;;;;;;;;;;;;
gtfo_NEP_desc;We've had a good run, but it's time to end our rulership of Nepal: if you love something, let it go!;;;;;;;;;;;;;
gtfo_ORI_title;Grant Orissa Independence;;;;;;;;;;;;;
gtfo_ORI_desc;We've had a good run, but it's time to end our rulership of Orissa: if you love something, let it go!;;;;;;;;;;;;;
gtfo_PNJ_title;Grant Panjab Independence;;;;;;;;;;;;;
gtfo_PNJ_desc;We've had a good run, but it's time to end our rulership of Panjab: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SHI_title;Grant Shimla Independence;;;;;;;;;;;;;
gtfo_SHI_desc;We've had a good run, but it's time to end our rulership of Shimla: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SIK_title;Grant Sikkim Independence;;;;;;;;;;;;;
gtfo_SIK_desc;We've had a good run, but it's time to end our rulership of Sikkim: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SIN_title;Grant Sind Independence;;;;;;;;;;;;;
gtfo_SIN_desc;We've had a good run, but it's time to end our rulership of Sind: if you love something, let it go!;;;;;;;;;;;;;
gtfo_TRA_title;Grant Travancore Independence;;;;;;;;;;;;;
gtfo_TRA_desc;We've had a good run, but it's time to end our rulership of Travancore: if you love something, let it go!;;;;;;;;;;;;;
gtfo_ATJ_title;Grant Atjeh Independence;;;;;;;;;;;;;
gtfo_ATJ_desc;We've had a good run, but it's time to end our rulership of Atjeh: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BAL_title;Grant Bali Independence;;;;;;;;;;;;;
gtfo_BAL_desc;We've had a good run, but it's time to end our rulership of Bali: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BHU_title;Grant Bhutan Independence;;;;;;;;;;;;;
gtfo_BHU_desc;We've had a good run, but it's time to end our rulership of Bhutan: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BRU_title;Grant Brunei Independence;;;;;;;;;;;;;
gtfo_BRU_desc;We've had a good run, but it's time to end our rulership of Brunei: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BUR_title;Grant Burma Independence;;;;;;;;;;;;;
gtfo_BUR_desc;We've had a good run, but it's time to end our rulership of Burma: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CAM_title;Grant Cambodia Independence;;;;;;;;;;;;;
gtfo_CAM_desc;We've had a good run, but it's time to end our rulership of Cambodia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CHI_title;Grant China Independence;;;;;;;;;;;;;
gtfo_CHI_desc;We've had a good run, but it's time to end our rulership of China: if you love something, let it go!;;;;;;;;;;;;;
gtfo_DAI_title;Grant Dai Viet Independence;;;;;;;;;;;;;
gtfo_DAI_desc;We've had a good run, but it's time to end our rulership of Dai Viet: if you love something, let it go!;;;;;;;;;;;;;
gtfo_JAV_title;Grant Java Independence;;;;;;;;;;;;;
gtfo_JAV_desc;We've had a good run, but it's time to end our rulership of Java: if you love something, let it go!;;;;;;;;;;;;;
gtfo_KOR_title;Grant Korea Independence;;;;;;;;;;;;;
gtfo_KOR_desc;We've had a good run, but it's time to end our rulership of Korea: if you love something, let it go!;;;;;;;;;;;;;
gtfo_LUA_title;Grant Luang Prabang Independence;;;;;;;;;;;;;
gtfo_LUA_desc;We've had a good run, but it's time to end our rulership of Luang Prabang: if you love something, let it go!;;;;;;;;;;;;;
gtfo_JOH_title;Grant Johore Independence;;;;;;;;;;;;;
gtfo_JOH_desc;We've had a good run, but it's time to end our rulership of Johore: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SIA_title;Grant Siam Independence;;;;;;;;;;;;;
gtfo_SIA_desc;We've had a good run, but it's time to end our rulership of Siam: if you love something, let it go!;;;;;;;;;;;;;
gtfo_TIB_title;Grant Tibet Independence;;;;;;;;;;;;;
gtfo_TIB_desc;We've had a good run, but it's time to end our rulership of Tibet: if you love something, let it go!;;;;;;;;;;;;;
gtfo_MGL_title;Grant Mongolia Independence;;;;;;;;;;;;;
gtfo_MGL_desc;We've had a good run, but it's time to end our rulership of Mongolia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_WIA_title;Grant Wiang Chhan Independence;;;;;;;;;;;;;
gtfo_WIA_desc;We've had a good run, but it's time to end our rulership of Wiang Chhan: if you love something, let it go!;;;;;;;;;;;;;
gtfo_PHL_title;Grant Philippines Independence;;;;;;;;;;;;;
gtfo_PHL_desc;We've had a good run, but it's time to end our rulership of Philippines: if you love something, let it go!;;;;;;;;;;;;;
gtfo_MCK_title;Grant Manchukuo Independence;;;;;;;;;;;;;
gtfo_MCK_desc;We've had a good run, but it's time to end our rulership of Manchukuo: if you love something, let it go!;;;;;;;;;;;;;
gtfo_GXI_title;Grant Guangxi Clique Independence;;;;;;;;;;;;;
gtfo_GXI_desc;We've had a good run, but it's time to end our rulership of Guangxi Clique: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SXI_title;Grant Shanxi Independence;;;;;;;;;;;;;
gtfo_SXI_desc;We've had a good run, but it's time to end our rulership of Shanxi: if you love something, let it go!;;;;;;;;;;;;;
gtfo_YNN_title;Grant Yunnan Independence;;;;;;;;;;;;;
gtfo_YNN_desc;We've had a good run, but it's time to end our rulership of Yunnan: if you love something, let it go!;;;;;;;;;;;;;
gtfo_XBI_title;Grant Xibei San Ma Independence;;;;;;;;;;;;;
gtfo_XBI_desc;We've had a good run, but it's time to end our rulership of Xibei San Ma: if you love something, let it go!;;;;;;;;;;;;;
gtfo_XIN_title;Grant Xinjiang Independence;;;;;;;;;;;;;
gtfo_XIN_desc;We've had a good run, but it's time to end our rulership of Xinjiang: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CAL_title;Grant Californian Republic Independence;;;;;;;;;;;;;
gtfo_CAL_desc;We've had a good run, but it's time to end our rulership of Californian Republic: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CAN_title;Grant Canada Independence;;;;;;;;;;;;;
gtfo_CAN_desc;We've had a good run, but it's time to end our rulership of Canada: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CHE_title;Grant Cherokee Independence;;;;;;;;;;;;;
gtfo_CHE_desc;We've had a good run, but it's time to end our rulership of Cherokee: if you love something, let it go!;;;;;;;;;;;;;
gtfo_COL_title;Grant Columbia Independence;;;;;;;;;;;;;
gtfo_COL_desc;We've had a good run, but it's time to end our rulership of Columbia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_COS_title;Grant Costa Rica Independence;;;;;;;;;;;;;
gtfo_COS_desc;We've had a good run, but it's time to end our rulership of Costa Rica: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CSA_title;Grant CSA Independence;;;;;;;;;;;;;
gtfo_CSA_desc;We've had a good run, but it's time to end our rulership of CSA: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CUB_title;Grant Cuba Independence;;;;;;;;;;;;;
gtfo_CUB_desc;We've had a good run, but it's time to end our rulership of Cuba: if you love something, let it go!;;;;;;;;;;;;;
gtfo_DES_title;Grant Deseret Independence;;;;;;;;;;;;;
gtfo_DES_desc;We've had a good run, but it's time to end our rulership of Deseret: if you love something, let it go!;;;;;;;;;;;;;
gtfo_DOM_title;Grant Dominican Republic Independence;;;;;;;;;;;;;
gtfo_DOM_desc;We've had a good run, but it's time to end our rulership of Dominican Republic: if you love something, let it go!;;;;;;;;;;;;;
gtfo_ELS_title;Grant El Salvador Independence;;;;;;;;;;;;;
